Title,Tag(s),Template,Image,Post URL
The Progressive Timeline Technique,"Post, Text, Changing Times, Timeline, Key Takeaways, Call To Action","[Year/month/date]: [Quote/result/circumstance/event] 

[Next year/month/date]: [Quote/result/circumstance/event] 

[Following year/month/date]: [Quote/result/circumstance/event] 

[Summarise the key takeaway(s)].

It can help you [unlock these benefits]. 

[Call to action or question for audience].",https://framerusercontent.com/images/T27GH66GftIIkFtCYYVGlSksH4.png,https://www.linkedin.com/posts/roxanairimia_contentcreator-linkedinforcreators-personalbrand-activity-7029004773970333696-WSvC?utm_source=share&utm_medium=member_desktop
"The No.1 Way To Boost Your Authority, Land More Clients & Start Charging More","Post, Text, Image, Client's Transormation, Timeline, Reasons For Success, Imparting Expertise, Video Testimonial, Exclusive Offer, Scarcity, Desirable Outcomes, Call To Action","I met [Client Name/Person] [time period] ago.

They were [starting state - e.g. struggling with..., at a specific level, etc.].

[Timeline list of specific engagements or interactions showing incremental coaching, training, or consulting sessions].

Today, they [current success level or recent milestone].

By [next year/future date], they’ll [future goal or ambitious projection].

[Give a key reason(s) for success].

To [reach desirable outcome A] 

To [overcome specific obstacle] 

To [reach desirable outcome B] 

Over [time span], I’ve helped them:

[Unlock skill/technique/benefit]

[Unlock skill/technique/benefit]

[Unlock skill/technique/benefit]

They’ve mastered [key progression].

And recently, they left me this [video/message/testimonial].

[Outline relevant offer and current availability].

My [product/service] can help you:

[Unlock desirable outcome 1]

[Unlock desirable outcome 2]

[Unlock desirable outcome 3]

[Inspiring sign-off].

[Call to action].

[Include image or video testimonial]",https://framerusercontent.com/images/AGVSBYw3ljHc7LkjzFuzym9PtOg.png,https://www.linkedin.com/posts/shoaibahmed21_i-met-ethan-golding-3-years-ago-he-was-activity-7259829608282255360-WAqI?utm_source=share&utm_medium=member_desktop
How To Make Common Insights Yours!,"Post, Text, Pain Point, Unusual Insight, Handling Objection, Real World Application, Key Idea, Bonus Tip","Sick and tired of [common frustration/problem]?

[Our/My approach] [led to specific benefit] thanks to an unexpected trick: 

[One-sentence overview of the trick or technique].

[Handle an obvious objection that arises].

Instead, focus on [core principle – like personalization, relevance, etc.].

For example: [an illustrative anecdote from well-known or hypothetical figure/company].

[Briefly explain why trick or technique works in this circumstance].

So, why not apply this to [professional context]:

[Question that aids practical thought]?
[Question that aids practical thought]?
[Question that aids practical thought]?

[Summarise one specific way to apply this trick or technique].

[Key takeaway that emphasises why trick or technique is important].

Bonus Tip: You can also apply this [trick or technique] when you [secondary application] to [unlock benefit] too!",https://framerusercontent.com/images/MhYt7DOtyheBpegh2ybHmwJBIw.png,https://www.linkedin.com/posts/nigelthomas-ai_sick-and-tired-of-your-agency-clients-leaving-activity-7259195218925600769-GVaL?utm_source=share&utm_medium=member_desktop
Be The Guinea Pig (Your Audience Will Love You For It),"Post, Text, Image, Story, Relatable Wish, Challenging Reality, Turning Point, Solution, Suspensful Question, Tool Recommendation, ","""If [generating specific output] were as simple as [simplified approach], we’d all be [experiencing desirable outcome].

But nowadays, [describe current expectations or requirements in the field].

It’s about [key elements of a successful approach].

And to be honest?

That kind of [skill/knowledge/approach] [requires specific sacrifice].

Recently, I found myself [struggling with task or challenge].

[Negative consequence(s) of struggle].

That’s when I tried [tool/resource/strategy]—and it was game-changing.

Here’s how:

[Feature or benefit 1]: [Briefly describe how it makes things easier/quicker/cheaper]

[Feature or benefit 2]: [Briefly describe how it makes things easier/quicker/cheaper]

[Feature or benefit 3]: [Briefly describe how it makes things easier/quicker/cheaper]

And here’s the best part…

I [sum up how tool/resource/strategy helped you achieve desirable outcome].

If you’re like me and want to [achieve X], I recommend giving [tool/resource/strategy] a try.

[Provide link or direct reader to link in the comments].
",https://framerusercontent.com/images/4Ty4cD1Qk5bf8I2AWdBP1Ugdxw.png,https://www.linkedin.com/posts/anna-york-seo_if-creating-high-performing-seo-content-were-activity-7262075417770053632-PPdZ?utm_source=share&utm_medium=member_desktop
A Dead-Simple Way To Recommend A Tool,"Post, Text, Ineffective Method, Effective Method, Superior Solution, Call To Action","Can’t believe I used to [describe outdated, inefficient process or method].

[Briefly cover details about the previous, ineffective approach].

This led to [negative outcome].

That was until [time period] ago. Now I [approach task in a new way].

[Briefly describe the key features and benefits of new approach].

And the best part? 

[Highlight a significant, unique benefit of the new approach].

[Name of new approach/tool/resource] is my personal favorite. 

[Provide link or direct reader to link in the comments].",https://framerusercontent.com/images/ohglwe9ftRjmLD7u22IVEnKjp0.png,https://www.linkedin.com/posts/brianlamanna_cant-believe-i-used-to-send-over-3-links-activity-7171877487876980737-xgLZ?utm_source=share&utm_medium=member_desktop
There’s More Than One Way To Win,"Post, Text, Common Struggle, Relatable Questions, Unique POV, Practical Advice, Upcoming Launch, Fostering Engagement ","The pressure to [growing pressure or trend in your industry or field].

“[Relevant question/doubt/frustration target audience may have].”

“[Relevant question/doubt/frustration target audience may have].”

“[Relevant question/doubt/frustration target audience may have].”

[Briefly explain where you encounter people talking about these issues].

I hear this all the time.

People want [achieve X], but they’re unsure about:

[Key fear/uncertainty/doubt].
[Key fear/uncertainty/doubt].
[Key fear/uncertainty/doubt].

Here’s how I see it:

[Suggest your core approach or solution].

[Briefly expand on this approach and its benefits].

[Practical tip/step/example]

[Practical tip/step/example]

[Practical tip/step/example]

Personally, I [give your unique perspective or opinion].

But I don’t tend to [do alternative approach]. I [approach it this way].

And yet I [unlock desirable outcome] because I [sum up specific approach].

[Call to action].

[Question for audience]?",https://framerusercontent.com/images/4sh7bR5H7zgH2hk8vRY9dvTS8Pc.png,https://www.linkedin.com/posts/erica-schneider66_the-pressure-to-bare-your-soul-online-is-activity-7258849447386779648-Y5O_?utm_source=share&utm_medium=member_desktop
How To Connect With The Reader (BTS Content) ,"Post, Text, Image, Business Milestone, Business Announcement, Transformation, Transitional Question, Keys To Success, Effective Method, Motivational Conclusion ","After [time period], I’m finally [decision/announcement].

The last [time period] has been [suitable adjective]:

[Business or creator milestone/result]

[Business or creator milestone/result]

[Business or creator milestone/result]

[Expand on reasoning or context behind decision/announcement].

[Describe what it means for you/your business/your team moving forward].

Today, [key event happened].

And I/we are [describe related feelings].

Why am I sharing this?

Because it wouldn’t have been possible without [mention the core driver – e.g. specific strategy, approach, or value].

[Core driver] has been key to [unlocking desirable outcomes].

And here’s the thing… [reassure audience that they too can achieve a similar outcome].

All I did was focus on these X principles:

[Principle 1]

[Principle 2]

[Principle 3]

[Motivational takeaway].

[Playful personal sign-off or question for audience].

[Image that matches post]
",https://framerusercontent.com/images/Jc3B5N8H8y2diH9ZzVP2QaJG1mc.png,https://www.linkedin.com/posts/contentkuba_after-almost-2-years-im-moving-my-business-activity-7253011233744842752-BKEG?utm_source=share&utm_medium=member_desktop
The Key To Making An Idea Uniquely Yours,"Post, Text, Image, Simple Promise, Key Takeaway, Building Authority, Actionable Example ","[Platform/tool/topic] breakdown.

Here’s the takeaway:

[Core principle/tip].

[Optional critique/suggestion/explanation].

[Image that demonstrates principle/trip]",https://framerusercontent.com/images/e00XnARIoQuI4S075GkjX2C8Hxo.png,https://www.linkedin.com/posts/andrea-todorova_linkedin-ad-breakdown-todays-takeaway-activity-7150082766762627072-YaZ6?utm_source=share&utm_medium=member_desktop
How To Write A (Valuable) Case Study,"Post, Text, Client's Transformational Journey, Case Study, Fixing Mistakes, Useful Framework, Client's Sucess, Call To Action","This is my [relation/friend/client], [Person’s Name].

I helped them [achieve specific, impressive result].

If you want to [achieve goal], read this:

I met [Name] in [timeframe].

At the time, they were [describe the initial situation].

Fast forward to today, they’re [describe the transformation].

The problem with most [profession/role/group] is [specific issue].

So, we focused on fixing [specific areas or challenges].

We implemented [framework/strategy/method] to help them [unlock benefit].

Here’s how it works:

[List and briefly explain each step involved – consider including issues overcome, questions to aid reader reflection, any unique frameworks you used, and any desirable outcomes or impressive results they achieved along the way].

With these changes, [Name] went from [before state] to [after state].

Now, they [describe current success].

If you want to [pursue goal/unlock key desirable outcome], [relevant call to action].

[Image that matches the post]
",https://framerusercontent.com/images/B2Jt4rvU7EIwvMy0ZW8aMhXKq4.png,https://www.linkedin.com/posts/dakotarobertson_this-is-my-friend-taylin-john-simmonds-activity-7259942702111145985-WxuA?utm_source=share&utm_medium=member_desktop
The Hidden Curiosity-Drivers Behind Engaging Hooks,"Post, Text, Personal Event, Personal Goals, Turning Point, Universal Truth, Actionable Advice, Memorable Takeaway","[Impactful personal event].

[Briefly give context - describe the struggle, regret, or unfulfilled dream related to the story].

[State the goal(s) of the story’s protagonist].

[Describe the story’s turning point].

[List the following consequences].

This underscores that [principle or universal truth].

[List actionable steps related to the message in short, impactful sentences]:

[Action 1]

[Action 2]

[Action 3]

[Key takeaway(s)].",https://framerusercontent.com/images/6nyq0LYcBSRiaHRR8TdrCJL3Ig.png,https://www.linkedin.com/posts/josh-braun_my-dad-passed-away-at-the-age-of-52-he-activity-7115375027612434433-NkY7?utm_source=share&utm_medium=member_desktop
How To Make More $$$ With Content,"Post, Text, Specific Audience, Common Mistake, Effective Formula, Limitations of Alternatve Approach, Key Takeaway ","If you’re [relevant audience or interest group], read this:

You’re obsessing over the wrong [metric/idea/habit].

There’s only one thing you should obsess over: 

[Core formula or principle].

It’s because of this [formula/principle] that:

[Example related success]

[Example related success]

[Example related success]

[Briefly explain why formula/principle works].

So when you [take action] [you/they can unlock benefit].

""In contrast, [contrasting habit or idea] fails because: 

[List relevant reasons and examples that support point].

The solution: 

Focus on [specific action/concept].

Remember: [Reiterate core formula/principle].",https://framerusercontent.com/images/yRr0WFh5HJmMMUaKwyubBJ1ZTQ.png,https://www.linkedin.com/posts/ryanhashemi_if-you-have-an-audience-on-any-platform-activity-7072242468771020801-rz3i?utm_source=share&utm_medium=member_desktop
How To Argue Your Case (Steal These 11 Post Elements),"Post, Text, Image, Relatable Anology, Common Struggles, Practical Advice, Actionable Example","[Main topic or concept] may be [commonly repeated saying], but [complementary but often overlooked factor] is [related statement to repeated saying].

Imagine [relatable scenario that highlights key problem or concept]:

[Problem/flaw that illustrates key problem]

[Problem/flaw that illustrates key problem]

[Problem/flaw that illustrates key problem]

It's no different for [main topic/niche/target audience].

[Common flaw/mistake that relates to topic]

[Common flaw/mistake that relates to topic]

[Common flaw/mistake that relates to topic]

[Summarise key takeaway].

Here are some [considerations/tips/strategies]:

[Consideration/tip/strategy]

[Briefly explain why this is important and give some actionable advice].

[Consideration/tip/strategy]

[Briefly explain why this is important and give some actionable advice].

[Consideration/tip/strategy]

[Briefly explain why this is important and give some actionable advice].

Your goal is to [summarise overall goal].

Remember:

[State or list key lessons or phrases].

[Optional: Give real-world example/reference example in image].

[Image that matches the post]",https://framerusercontent.com/images/nDJciu7LQIap3plErQQg37Qh0H4.png,https://www.linkedin.com/posts/tasbober_for-b2b-websites-content-may-be-king-but-activity-7247576142797291522-mlxO?utm_source=share&utm_medium=member_desktop
"If you’re not (yet) posting, read this…","Post, Text, Realtable Problem, Counterintuitive Approach, Transitional Question, Core Philosophy, Motivational Call To Action","I [briefly describe an interaction you had – i.e. who it was with and what it was about].

They told me:

“[Direct quote/dialogue to set up tension – eg. it may reflect a relatable challenge your audience faces].” 

“[Your response – eg. it may be counterintuitive advice].”

[Their reply/reaction].

Here’s what worked for me:

[Practical step/tip/advice]

[Practical step/tip/advice]

[Practical step/tip/advice]

[Practical step/tip/advice]

In other words, [sum up your philosophy].

[Key takeaway/friendly reminder].
",https://framerusercontent.com/images/10oYWJvJpO6OJipSnQDbCRmPpI.png,https://www.linkedin.com/posts/erinbalsa_i-had-a-call-yesterday-with-a-marketing-leader-activity-7155901492074303489-5G-P?utm_source=share&utm_medium=member_desktop
Why Feeling Like An Imposter Is A Good Thing,"Post, Text, Image, Vulnerable Admission, Realisation, X Lessons, Empowering Advice","I was afraid to [relevant action].

In fact, I [detail showing initial hesitation or fear].

When I [took specific action], I realised [unexpected truth].

When I [took another action], I again realised [unexpected truth].

[Explain key concept. Give the reader a new way to think about it].

Fear of [common fear] goes away when you realise [counterintuitive truth/fact/stat].""

[List practical actions that illustrate key idea in action].

[Key takeaway].

[Question for audience or call to action].

[Relatable text image to act as a ‘billboard’ for your post]",https://framerusercontent.com/images/HlkgNcT7r0x3TOo5HEiP98yxE8.png,https://www.linkedin.com/posts/charlesmiller-pbb_i-was-afraid-to-start-creating-content-activity-7259547876400283649-FeoF?utm_source=share&utm_medium=member_desktop
What PROMISE Are You Making The Reader?,"Post, Text, Uncommon Advice, Practical Tips","Underrated [industry/field] advice:

[Core insight framed as a call to reflection or action].

Let your [work/content/product]:

[Practical advice/shift mindset]

[Practical advice/shift mindset]

[Practical advice/shift mindset]

[Practical advice/shift mindset]

[Key takeaway/desirable outcome].",https://framerusercontent.com/images/JMHWJeaN1alttteHBMQwvdzHJHE.png,https://www.linkedin.com/posts/mina-ms_underrated-b2b-content-advice-be-intentional-activity-7237432114835591169--8PB?utm_source=share&utm_medium=member_desktop
“I Don’t Have Any Stories To Share”,"Post, Text, Story, Mystery Character, Turning Point, Key Insights, Related Business Truth, Creative Examples, Key Takeaway","A few months ago, I met [unique or intriguing person].

[Briefly tease what makes them and the interaction you had interesting]. 

Here’s what they said:

I asked them [question], and they said “[interesting response that sums up or relates to key lesson].”

[Briefly give your take on their response].

[Expand on the lesson further: set up the situation/problem, add relevant context, reveal resulting actions].

[Highlight the key lesson].

In many areas of life, [core idea] applies too:

[Example 1: Relatable scenario].

[Example 2: Relatable scenario].

[Example 3: Relatable scenario].

[Empowering conclusion or actionable takeaway].",https://framerusercontent.com/images/4U9hninmgEyOqwwUe5anwdUmfhM.png,https://www.linkedin.com/posts/shaanpuri_ok-youre-going-to-like-this-a-few-months-activity-7253114335969910784-2xEL?utm_source=share&utm_medium=member_desktop
2 Hooks Are Better Than 1,"Post, Text, Image, Recent Learnings, X Truths, Transormative Insight, Practical Appplications, Call To Action","I heard a [phrase/insight] that [describe transformation]: 
“[Memorable phrase or insight].""

If you're [example activity], [briefly explain how phrase/insight applies in a real-world context].""

Here are X [content type – e.g. “lessons”] on [topic] I’ve learned recently:

[Principle/lesson/realisation 1].

[Principle/lesson/realisation 2].

[Principle/lesson/realisation 3].

[Principle/lesson/realisation 4].

[Principle/lesson/realisation 5].

""It’s tough to [acknowledge related challenge]. 

But these truths can help you [unlock benefit(s)].""

[Question for audience or call to action].

[Relatable text image to act as a ‘billboard’ for your post]",https://framerusercontent.com/images/qSbMyh8UMJdm4ptbePSgzaDlk.png,https://www.linkedin.com/posts/codiesanchez_5-other-truths-on-focus-ive-learned-recently-activity-7267537970260283392-jD8T?utm_source=share&utm_medium=member_desktop
How To NOT Come Across Like An Insufferable Know-It-All,"Post, Text, Common Misconception, Specific Audience, Personal Anecdote, Transistional Question, Practical Advice, Key Takeaway, Fostering Engagement","Let's clear something up: [Common misconception or confusion].

Whether you're [target audience] or [secondary audience], understanding this is critical. 

Without it, [describe negative outcome that may occur].

I remember when I [personal struggle related to the topic]. It wasn't until I [took action to resolve confusion] that I realized [insight].

In simple terms: [Concise explanation of key distinction].

[Further expand on concise explanation above, giving any relevant details or examples].

[Briefly explain what this means for each of the audiences – how does knowing this impact any relevant actions they may take?].

[Question for audience or call to action].",https://framerusercontent.com/images/33MbtMqx0Wuy1bZaWO66KxNCD94.png,https://www.linkedin.com/posts/renee-lynn-frojo_lets-clear-something-up-a-content-writer-activity-7179515055145713664-i7_w?utm_source=share&utm_medium=member_desktop
Teasing What’s Up Ahead,"Post, Text, Specific Audience, Challenging Misconceptions, Consuequence of Inaction, Empowers Reader, Call To Action ","Important reminder for [target audience]:

[Common misconception]. 

[Alternative perspective].

[Common action] is not [negative assumption]. But if you avoid it, you’ll risk [undesirable consequence(s)].

I get it — some of you might [briefly qualify who this may not apply to]. But for most of us, this is essential.

Don’t be [negative emotion]. 

Don’t be [another negative emotion]. 

Remember, [positive affirmation about the reader's value or skill].

[Question for audience or call to action].",https://framerusercontent.com/images/Z73NkR0cQ19RzrkJHsx0GHJMJFI.png,https://www.linkedin.com/posts/dandowlingwrites_contentwriting-freelancewriting-freelancejobs-activity-7145788966837895168-pcHi?utm_source=share&utm_medium=member_desktop
Validate Your Claims – Here’s How:,"Post, Text, Hidden Opportunity, Statistics, Negative Steroetype, New Perspective, Call To Action","[Target audience] don't realise [briefly state hidden opportunity that exists].

[Compelling stats or facts that back up claim from above].

[Industry/field/role] is often seen as [negative stereotype].

But that's exactly why [target audience] should [take positive action]. 

[Benefits or reasons to pursue this course of action].

[Question for audience or call to action].",https://framerusercontent.com/images/bkHBdFCdCqga5k2c1wdj5sa2U7I.png,https://www.linkedin.com/posts/andrewfilar_insurance-management-sales-activity-7140717504582070272-MS7z?utm_source=share&utm_medium=member_desktop
“Don’t state. Quote” – Jasmin Alić,"Post, Text, Image, Bold Claim, Introcing Guest, Value Proposition, Borrowing Authority, Useful Resource, Call To Action","“[Attention-grabbing statement about a pressing topic posed as a relatable quote].""

It was a pleasure speaking with [Expert’s Name] on [media/podcast]. 

[Briefly list some of their notable credentials and/or interesting facts about them].

We spoke about:

[Key topic of interest 1]

[Key topic of interest 2]

[Key topic of interest 3]

[Key topic of interest 4]

And so much more.

If you're [specific audience], you don’t want to miss this episode.

[Acknowledge or thank guest/co-host/associate].

[Question for audience or call to action].

[Image or video that matches the post]",https://framerusercontent.com/images/ZK4T9sgOgI8cOzIkzWcAc0RsGw.png,https://www.linkedin.com/posts/audrey-chia_ai-is-already-taking-over-many-jobs-today-activity-7262788884302835712-jKBw?utm_source=share&utm_medium=member_desktop
The 2nd Most Engaging Word In The English Language,"Post, Text, Image, Inferior V Superior Solutions, Actionable Examples, Checklist, Key Takeaway, Call To Action ","[Common approach] is ok. But [better approach] achieves [desired outcome].""

Watch how [describe example] evolves:

[Baseline example].

Let’s improve it:

[Improved version].

We can do better:

[More improved version].

We can do better still:

[Ultimate version]

[List practical takeaways or state lesson].

[Question for audience or call to action].

[Relatable text image to act as a ‘billboard’ for your post]",https://framerusercontent.com/images/VbHbwd6N5ziISrQQfD41rJqm4sw.png,https://www.linkedin.com/posts/rmuss_how-to-posts-are-ok-but-how-you-posts-activity-7268979163343011840-Bwbu?utm_source=share&utm_medium=member_desktop
Creating Content Can Be A Massive Waste Of Time (Unless You Can Answer This…)  ,"Post, Text, Strategy Shift, New Goal, Counterintuitive insight, Impressive Results, Key Takeaway, Fostering Engagement, Useful Resource","[Timeframe] ago, I stopped [strategic action].

Now, I [new strategic action] because:

[Main reason for making change].

And despite what people say, you don’t need [misconception] to achieve [desired outcome].

Here’s what I did:

[List key steps you took to implement change].

Before, [outline key outcomes/results you were getting before change]

And now, [key outcomes/results since making change].

[Key takeaway(s)].

[Question for audience and/or call to action].",https://framerusercontent.com/images/iMbtzPGlnldyAPkODGhp033EPAs.png,https://www.linkedin.com/posts/mattjbarker1_60-days-ago-i-stopped-tracking-impressions-activity-7270678373897580544-LsRK?utm_source=share&utm_medium=member_desktop
How To Establish A Strong Visual Brand (Even If You Know Nothing About Design),"Post, Text, Image, Challenging Claim, Key Concept Validation, Transitional Line, Relevant Examples, Fostering Engagement, Key Takeaway","[An unexpected comparison of concepts/practices/professions that challenges assumptions].

[Briefly explain what you mean using a relatable example, analogy, or personal experience].

[Key implication of this in the broader context of business/your field/industry].

Here’s why [core concept] matters:

[Reason 1]: [Brief explanation that outlines key benefit]

[Reason 2]: [Brief explanation that outlines key benefit] 

[Reason 3]: [Brief explanation that outlines key benefit] 

[Reason 4]: [Brief explanation that outlines key benefit] 

Take [relatable examples].

Their [core concept] [brief explanation].

[Key takeaway].

[Question for audience or call to action].

[Image that matches the post]",https://framerusercontent.com/images/CNwEVmRwdZ0zcrw9NktwJwHAOg.png,https://www.linkedin.com/posts/daniel-korenblum_your-brand-works-harder-than-your-pitch-activity-7271825983433854976-hvbG?utm_source=share&utm_medium=member_desktop
The 'Frustration - Promise - Exclusivity' Hook Framework,"Post, Text, Image, Pain Point, Building Credibility, Solution, Hack, Personal Example, Practical Insights, Relevant Report, Call To Action, Fostering Engagement","If you’re [experiencing challenge/frustration], here’s a [hack/tip/strategy] for you (that no one else is talking about).

It’s a very specific [approach/strategy] I use every time I [describe application]. 

And it’s helped me [specific success metric or outcome].

It’s called ‘[Name of Technique or Framework]’. 

Let me explain…

[Briefly describe the technique and how it works. Focus on what makes it unique or effective.]

When I [took specific action], I realised I needed to do more than just [describe an outdated or ineffective approach]. 

So I started [explain how you used the technique, step by step].

[State the critical element that made this strategy work.] [Describe specific desirable outcomes/results gained].

Why am I sharing this now?

Because [mention resource, timing, and/or why it’s relevant today].

[Key takeaway(s)].

[Question for audience or call to action].

[Relatable text image to act as a ‘billboard’ for your post]
",https://framerusercontent.com/images/d9VZHREGqMswVGqmmlgUpXYqJDE.png,https://www.linkedin.com/posts/grace-andrews1_if-youre-wondering-why-your-social-media-activity-7267081397641654273-wG_3?utm_source=share&utm_medium=member_desktop
How To Share Steps In A Memorable Way,"Post, Text, Video, How To, Building Credibility, Actionable Framework, Framework Breakdown, Actionable Steps, Call To Action","How to [achieve a specific goal] (even if you’re [facing a challenge]).

[Briefly explain why you’re qualified to give this advice – e.g. the outcomes/results you’ve achieved since taking these steps].

Here’s the exact [method/framework] I used:

I call it ‘[Name of Method/Framework].’

[Step 1 Title]

[Briefly explain what to do first and why it matters].

[Step 2 Title]

[Describe the next action to take].

[Step 3 Title]

Now I [sum up what you’ve achieved so far] – [Relevant question]?

[Explain what to do now in a way that answers the question from above].

[Step 4 Title]

[Explain what to do for the final step].

With just [manageable time investment] you can [unlock main benefit/key desirable outcome].

So try [Name of Method/Framework] for [time period] and see what happens.

[Motivational takeaway].

[Question for audience or call to action].

[Image or video that matches the post]",https://framerusercontent.com/images/XIjDvw1yNs9Ga0Ad9uSW4oVcYM.png,https://www.linkedin.com/posts/timothyarmoo_how-to-build-an-influential-network-even-activity-7267162111829536768-5UMo?utm_source=share&utm_medium=member_desktop
A Massively Underrated Marketing Play,"Post, Text, Image, Celebratory Achievement, Brand Event, Old POV, Changing Times, Emerging Trends, Fostering Engagement, ","I did it!

I just finished my [presentation/event/keynote]:

“[Title or Topic]”

[Give some quick context – e.g. location, event name, audience].

It was amazing to see [a notable observation about the setting, audience, or event].

A few key themes:

[Insight or takeaway 1]

[Insight or takeaway 2]

[Insight or takeaway 3]

[Insight or takeaway 4]

[Reflect on a moment that stuck with you].

At one point, I shared that [key idea or bold statement].

[Briefly explain significance of key idea].

[Question for audience or call to action].

[Image that matches the post]",https://framerusercontent.com/images/lbjijfVwbWJ4TPQzqqvXLf9gtis.png,https://www.linkedin.com/posts/accessible-ai_i-did-it-let-the-post-anxiety-buzz-begin-activity-7259560715466821632-RVk6?utm_source=share&utm_medium=member_desktop
The Treasure You Seek Isn’t (Necessarily) On LinkedIn,"Post, Text, Video, Breaking News, How To, X Steps, Impressive Features, Industry Trends, Industry Developments","BREAKING: [New product/service/feature] is live.

(You may no longer need [alternative solutions])

Here’s how to try it out:

[Step 1].

[Step 2].

[Step 3].

Here’s what makes it powerful:

[Feature/benefit 1].

[Feature/benefit 2].

[Feature/benefit 3].

[Feature/benefit 4].

[Briefly share how you think this will change the overall market/field].

[Another recent development in wider industry].

[Another recent development in wider industry].

[Another recent development in wider industry].

And now [product/service/company] is stepping up.

In just [short timeframe], [tool/company/solution]:

[List any other recent developments made by tool/company/solution].

[Tool/company/solution] is showing us [key insight/big idea/future prediction].

[Question for audience or call to action].

[Image or video that matches the post]",https://framerusercontent.com/images/KeE62mvybcF3scQlfnrF5nbA9I.png,https://www.linkedin.com/posts/ruben-hassid_breaking-new-google-ai-deep-research-is-activity-7273306078333845504-GWyV?utm_source=share&utm_medium=member_desktop
Avoid This Mistake When Marketing Your Business,"Post, Text, Image, Industry Advancement, Reason For Advancement, Pain Point, Common Truth, Alternative Reality, Benefits of Service, Urgent Call To Action, Client Win, Fostering Engagement ","This 1 [small change or tweak] [achieved surprising outcome].

[Key element 1] is the same.

[Key element 2] is the same.

So why does it work better?

The answer is [core principle/strategy].

While [core principle/strategy] seems simple, it’s [explain what people miss/why it’s harder than it seems].

It requires [specific skill/mindset/resource].

Most [role/profession/group] [encounter common related frustration/challenge].

Instead of [pain point], you could:

[Expand on how your alternative solution is delivered in a way that’s faster, easier, more efficient, or more cost-effective].

The result?

[Key benefit 1].

[Key benefit 2].

[Key benefit 3].

[Question for audience or call to action].

[Image that matches the post]
",https://framerusercontent.com/images/GuaOyMW4Q9mrpVZjhjM3VVHlAU.png,https://www.linkedin.com/posts/graphic-designer-specialist-creative-expert-linked_this-1-change-in-design-skyrocketed-engagement-activity-7273973723907436544-iME7?utm_source=share&utm_medium=member_desktop
“Don’t Play The Engagement Game” – Ryan Musselman,"Post, Text, Contrarian Opinion, Ineffective Approach, Specific Advice, Effective Approach, Questions Promting Reflection,  ","[Platform/context/product] isn’t for [outdated goal/focus] anymore – it’s for [new goal/focus].

(But only for those who [take specific approach]).

Here’s what most people do wrong:

[List common mistakes].

The truth is, [restate/reinforce key idea].

Don’t play the [ineffective strategy] game.

If you’re a [target audience] and you [describe area of focus], don’t [take ineffective actions]. 

Focus on [action(s)/approach/strategy].

[Briefly expand].

Let’s take an example:

[Describe an example of what to do instead].

Do you see the strategy here?

[Key takeaway(s)].

[Question for audience or call to action].",https://framerusercontent.com/images/7z124onYrUGfqzf2Q3NNaaZsA.png,https://www.linkedin.com/posts/rmuss_linkedin-isnt-for-reach-anymoreits-for-activity-7273332256675381248-QwQY?utm_source=share&utm_medium=member_desktop
Which Fears Are You Leaving Unaddressed?,"Post, Text, Image, Bold Claim, Weak Approach, Core Problem, Solution, Better Approach, Mindset Shift, Practical Solutions, Conclusive Takeaway","1 reason [specific struggle or pain point]: 

[Sum up specific cause].

I see this often:

[Inferior approach/mistake]

[Inferior approach/mistake]

[Inferior approach/mistake]

None of these [highlight specific issue].

The moment you [specific actionable step], [positive result begins].

[Example of what to do instead]

[Example of what to do instead]

[Example of what to do instead]

The biggest obstacle is [fear/limiting belief/roadblock].

Here's how to overcome it:

[Actionable tip 1]

[Actionable tip 2]

[Actionable tip 3]

Start with [simple step]. Over time, you’ll [unlock long-term benefit/insight].

[Key takeaway(s)].

[Question for audience or call to action].

[Relatable text image to act as a ‘billboard’ for your post]",https://framerusercontent.com/images/UW9EH477iaz7F5LG2ccqUXZPZA.png,https://www.linkedin.com/posts/jacob-pegs_1-reason-no-one-buys-your-stuff-you-offer-activity-7270377052715765760--nju?utm_source=share&utm_medium=member_desktop
3 Things (Almost) All Great Stories Have,"Post, Text, Image, Data Graphs, Relatable Challenges, Agitating Problems, Managing Expectations, Personal Success, Solution, Key Benefits, Social Proof, Building Credibility, Call To Action","[Specific action/strategy/task] is hard.

You [expand on what people typically go through].

Most people don’t understand that [goal/process] is like [short analogy]:

[Challenge 1].

[Challenge 2].

[Challenge 3].

Until you [make this realisation/reach this milestone].

After [gaining this experience/share result(s) you’ve driven], I’ve found there’s one thing that [strategy/habit/tool/mindset] does:

It [unlocks benefit 1].

It [unlocks benefit 2].

It [unlocks benefit 3].

When you [take related action], you [unlock core desirable outcome].

[Question for audience or call to action].

[Image that matches the post]",https://framerusercontent.com/images/kKQtN3YTYi339qFbtywejlUuVzI.png,https://www.linkedin.com/posts/st%C3%A9phanie-lauer_building-a-creator-business-is-hard-you-activity-7134496014895390720-xMfy?utm_source=share&utm_medium=member_desktop
